numero;tipo;gravidade;evento
1508/627028;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/612550;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/518910;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/542887;SSO - Major structural fatigue or damage;MINOR;(NCS-Snorre A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/558389;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/460012;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/340490;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/300925;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Heidrun) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/353394;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/142567;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/107020;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/187978;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1508/181905;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/978831;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/685514;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/596433;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/410564;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/436522;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/446855;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/214203;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/297067;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/189702;SSO - Major structural fatigue or damage;MINOR;(NCS-Aasta Hansteen) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/177202;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/113061;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1507/035289;SSO - BOP failure during test/operation;MINOR;(NCS-Ekofisk Complex) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/995589;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/902552;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/936490;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/631498;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/532728;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/514674;SSO - Major structural fatigue or damage;MINOR;(NCS-Gullfaks C) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/414339;SSO - Major structural fatigue or damage;MINOR;(NCS-Gullfaks C) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/401856;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/354517;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/371267;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/164988;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/016892;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/097773;SSO - BOP failure during test/operation;MINOR;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1506/060325;SSO - Major structural fatigue or damage;MINOR;(NCS-Heidrun) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/805061;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/784813;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/793718;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/790731;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/645736;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/586869;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/497005;SSO - BOP failure during test/operation;MINOR;(NCS-Oseberg Field Centre) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/355486;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Valhall) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/267863;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/210147;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/201755;SSO - BOP failure during test/operation;SEVERE;(NCS-Troll A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1505/122574;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/925005;SSO - BOP failure during test/operation;MODERATE;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/940505;SSO - BOP failure during test/operation;MINOR;(NCS-Snorre A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/738632;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/786200;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/788213;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/751181;SSO - CSB / Shear system malfunction;SEVERE;(NCS-Aasta Hansteen) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/738023;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/755288;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/615439;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/654402;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Valhall) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/610806;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/567873;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/402431;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/458952;SSO - BOP failure during test/operation;MINOR;(NCS-Oseberg Field Centre) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/484690;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/354752;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/332959;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/365350;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/394302;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/386535;SSO - BOP failure during test/operation;MINOR;(NCS-Asgard A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/274885;SSO - Major structural fatigue or damage;SEVERE;(NCS-Johan Sverdrup) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1504/196483;SSO - Major structural fatigue or damage;SEVERE;(NCS-Heidrun) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/938049;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/921486;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/995756;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/714256;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/797229;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/480327;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/425205;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/330637;SSO - Major structural fatigue or damage;SEVERE;(NCS-Gullfaks C) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/223442;SSO - Major structural fatigue or damage;MINOR;(NCS-Statfjord B) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/291312;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/163862;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/126539;SSO - Major structural fatigue or damage;SEVERE;(NCS-Aasta Hansteen) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1503/049501;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/920454;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/921019;SSO - BOP failure during test/operation;MINOR;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/731896;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/518070;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/503933;SSO - CSB / Shear system malfunction;MINOR;(NCS-Valhall) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/464558;SSO - BOP failure during test/operation;MODERATE;(NCS-Asgard A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/420725;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/377118;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/332473;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/366689;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Ekofisk Complex) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/205112;SSO - Complete loss of well control;MINOR;(NCS-Aasta Hansteen) Detected loss of well control condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/245233;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/167807;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/175991;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/099896;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/025371;SSO - BOP failure during test/operation;MINOR;(NCS-Snorre A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/017819;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1502/095357;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/856756;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/855676;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/671555;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/540100;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Valhall) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/278079;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/290770;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/262568;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1501/231405;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Martin Linge) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/970262;SSO - BOP failure during test/operation;SEVERE;(NCS-Martin Linge) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/960914;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/804945;SSO - Major structural fatigue or damage;MINOR;(NCS-Snorre A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/899741;SSO - Major structural fatigue or damage;MINOR;(NCS-Martin Linge) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/747811;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/639365;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/600843;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/676358;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/520031;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/593643;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/592045;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/401974;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/474888;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/483782;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/433537;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/307843;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/310235;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/129164;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1412/193501;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/894962;SSO - BOP failure during test/operation;SEVERE;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/822852;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/818981;SSO - Major structural fatigue or damage;MINOR;(NCS-Valhall) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/764210;SSO - BOP failure during test/operation;MINOR;(NCS-Oseberg Field Centre) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/783485;SSO - CSB / Shear system malfunction;MINOR;(NCS-Johan Sverdrup) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/637805;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/683168;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/563349;SSO - BOP failure during test/operation;MODERATE;(NCS-Valhall) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/495233;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/301900;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Aasta Hansteen) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/362998;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/133961;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/008373;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1411/034558;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/975960;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/880036;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/506007;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/453625;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/495052;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/367304;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Asgard A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/376933;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/324640;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/363903;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/362085;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/325862;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Ekofisk Complex) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/276329;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/275823;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1410/087055;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/958621;SSO - Major structural fatigue or damage;MINOR;(NCS-Aasta Hansteen) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/909807;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Statfjord B) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/814553;SSO - CSB / Shear system malfunction;MINOR;(NCS-Martin Linge) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/831480;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/801602;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Johan Sverdrup) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/736835;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
