Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
2507/000066;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000069;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000080;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000084;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000095;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000101;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000102;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000107;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000108;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000110;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000111;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000115;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000128;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000131;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000133;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000148;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000164;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000174;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000175;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000182;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000184;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000188;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000194;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000195;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000203;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000214;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000215;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000220;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2507/000225;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000007;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000020;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000026;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000027;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000028;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2508/000032;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000042;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000047;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000051;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000052;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000053;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000067;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000068;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000078;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000081;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000087;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000091;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000093;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000098;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000099;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000103;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000107;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000109;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000115;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000128;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000133;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000134;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000150;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000156;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000159;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000161;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000170;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000172;SSO - Falha estrutural em poço;;
2508/000174;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000189;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000196;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000207;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000213;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000218;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000219;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000221;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2508/000222;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000234;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2508/000240;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000001;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2509/000004;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000008;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000020;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000025;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000030;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000031;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000033;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000044;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000048;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000049;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2509/000064;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000070;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000074;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000083;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000091;SSO - Falha estrutural em poço;;
2509/000096;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000097;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2509/000098;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000099;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000101;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000106;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000109;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2509/000131;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000133;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000153;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000154;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000155;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000157;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000159;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000161;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000162;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000170;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000176;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000177;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2509/000193;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000005;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000006;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000009;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000011;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000013;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000027;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000031;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000045;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000046;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000051;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000052;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2510/000053;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000055;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000057;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000059;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000061;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000084;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2510/000088;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000089;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000093;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000095;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000097;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000106;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000114;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000120;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000125;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000126;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000133;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000139;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000175;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000196;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2510/000210;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000211;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000214;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2510/000220;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000222;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2510/000225;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000018;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000021;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000022;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000032;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000038;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000041;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000044;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000054;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000064;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000065;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000074;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000075;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000088;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000092;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000096;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000098;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000100;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000101;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000108;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000129;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000130;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000137;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000143;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000149;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000153;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000159;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000163;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000171;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000172;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000179;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000190;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000193;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000199;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000211;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2511/000217;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000001;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000014;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000020;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000039;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000047;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000059;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000064;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000066;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000070;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000076;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2512/000081;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000093;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000094;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000100;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2512/000105;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000109;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000120;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000121;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000124;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000138;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2512/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000166;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000170;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000171;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000172;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000182;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000193;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2512/000194;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000196;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2512/000207;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000002;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000016;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000023;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000028;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000034;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000035;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000054;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000061;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000083;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000092;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000095;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000115;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000122;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000123;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000130;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000133;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000135;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000145;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000146;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000149;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000164;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000177;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000188;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000196;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2601/000201;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000015;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000018;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000019;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000035;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000038;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000044;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000052;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000053;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000082;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000084;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000085;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000087;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000089;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000099;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000107;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000113;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000115;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000116;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000117;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000122;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2602/000133;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2603/000141;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000142;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2603/000143;SSO - Falha de elemento do conjunto solidário de barreira (CSB);MODERADO;Acidente
2603/000144;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000145;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000146;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000147;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000148;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000149;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000150;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000151;SSO - Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2603/000152;SSO - Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2603/000153;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000154;SSO - Falha de elemento do conjunto solidário de barreira (CSB);MODERADO;Acidente
2603/000155;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000156;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2603/000157;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000158;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000159;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000160;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2603/000161;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000162;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000163;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000164;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000165;SSO - Falha de elemento do conjunto solidário de barreira (CSB);GRAVE;Acidente
2603/000166;SSO - Perda de controle de poço;;
2603/000167;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000168;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000169;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000170;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2603/000171;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000172;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000173;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2603/000174;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000175;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);LEVE;Quase acidente
2604/000176;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000177;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000178;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000179;SSO - Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2604/000180;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000181;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000182;SSO - Falha de elemento do conjunto solidário de barreira (CSB);GRAVE;Acidente
2604/000183;SSO - Falha de elemento do conjunto solidário de barreira (CSB);GRAVE;Acidente
2604/000184;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000185;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000186;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000187;SSO - Falha de elemento do conjunto solidário de barreira (CSB);GRAVE;Acidente
2604/000188;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000189;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000190;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000191;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000192;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000193;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2604/000194;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000195;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000196;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000197;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000198;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000199;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2604/000200;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000201;SSO - Falha de elemento do conjunto solidário de barreira (CSB);MODERADO;Acidente
2604/000202;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000203;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000204;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000205;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000206;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000207;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000208;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000209;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000210;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2604/000211;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000212;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000213;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000214;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000215;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000216;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000217;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2605/000218;SSO - Perda de controle de poço;GRAVE;Acidente
2605/000219;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000220;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000221;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000222;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000223;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2605/000224;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000225;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000226;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000227;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000228;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000229;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000230;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000231;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000232;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2605/000233;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000234;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000235;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000236;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000237;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000238;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000239;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000240;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000241;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000242;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2605/000243;SSO - Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
2605/000244;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
