id_pozo,operador,cuenca,formacion,year,etapas_fractura,agua_m3,presion_max_psi,potencia_hp,longitud_lateral_m,offshore_flag
MX-WELL-1634,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,23,42574,9768,17995,1110,1
MX-WELL-1635,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2017,45,94577,12080,23854,2659,1
MX-WELL-1636,HOKCHI ENERGY,VERACRUZ,jurásico superior,2021,29,76766,7133,33991,1801,0
MX-WELL-1637,HOKCHI ENERGY,SURESTE,jurásico superior,2016,39,28300,12996,36532,2868,1
MX-WELL-1638,PETROBAL,SURESTE,pimienta,2025,44,33065,8895,25323,564,1
MX-WELL-1639,ENI MÉXICO,SURESTE,jurásico superior,2025,27,95382,10011,29782,2655,1
MX-WELL-1640,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,36,42769,15225,34700,1604,1
MX-WELL-1641,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2018,5,59589,10846,20740,1721,0
MX-WELL-1642,FIELDWOOD ENERGY,SURESTE,jurásico superior,2021,30,92987,6026,16937,1047,1
MX-WELL-1643,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2016,37,18997,13798,30175,1857,1
MX-WELL-1644,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2016,37,73656,8728,33110,3062,0
MX-WELL-1645,ENI MÉXICO,TAMPICO-MISANTLA,agua nueva,2023,5,30028,12413,27587,2259,0
MX-WELL-1646,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,pimienta,2018,25,65421,13099,33760,2621,0
MX-WELL-1647,PETROBAL,TAMPICO-MISANTLA,cretácico,2022,20,28984,12175,22861,1166,0
MX-WELL-1648,HOKCHI ENERGY,SURESTE,cretácico,2024,6,96654,12257,17366,2560,1
MX-WELL-1649,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2024,37,82394,8121,37160,600,0
MX-WELL-1650,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,44,25479,10704,41376,1227,1
MX-WELL-1651,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2022,13,29267,10212,33345,2915,1
MX-WELL-1652,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2016,33,42919,14777,23865,995,0
MX-WELL-1653,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,33,84462,13505,18055,1058,1
MX-WELL-1654,WINTERSHALL DEA,SURESTE,jurásico superior,2019,23,62057,15369,10153,591,1
MX-WELL-1655,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2015,46,10786,10368,40699,3135,0
MX-WELL-1656,ENI MÉXICO,SURESTE,cretácico,2021,30,29810,9783,31811,3415,1
MX-WELL-1657,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,terciario,2022,5,25896,13433,39813,3011,0
MX-WELL-1658,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,20,47011,15549,29097,589,1
MX-WELL-1659,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,7,81091,6067,38412,3006,1
MX-WELL-1660,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2024,48,97968,9661,36327,3441,0
MX-WELL-1661,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,44,93521,7480,32614,1602,1
MX-WELL-1662,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,24,11299,11818,14994,1706,1
MX-WELL-1663,HOKCHI ENERGY,TAMPICO-MISANTLA,agua nueva,2017,38,87355,7532,34813,1657,0
MX-WELL-1664,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,34,91268,9122,15190,979,1
MX-WELL-1665,WINTERSHALL DEA,SURESTE,pimienta,2025,41,27199,14634,22479,1910,1
MX-WELL-1666,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2017,33,32469,10500,11172,1388,0
MX-WELL-1667,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2017,18,34054,9723,10363,2666,0
MX-WELL-1668,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2015,7,53965,6882,30224,3327,1
MX-WELL-1669,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2019,26,50056,9203,12244,518,1
MX-WELL-1670,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,cretácico,2022,15,74952,12795,39697,3067,0
MX-WELL-1671,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2019,24,19327,11127,33331,3024,1
MX-WELL-1672,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2016,25,19045,9732,28667,1829,1
MX-WELL-1673,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2023,5,56501,11413,11269,2079,0
MX-WELL-1674,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2020,21,72514,14433,19111,2086,0
MX-WELL-1675,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,cretácico,2019,43,44775,14992,34503,3279,0
MX-WELL-1676,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2025,14,27400,13347,24249,3091,0
MX-WELL-1677,PETROBAL,SURESTE,terciario,2023,44,51302,11918,12623,954,1
MX-WELL-1678,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2015,41,33777,14787,30914,1381,0
MX-WELL-1679,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2022,34,42427,6308,41625,842,0
MX-WELL-1680,FIELDWOOD ENERGY,VERACRUZ,agua nueva,2018,37,91731,12353,39412,1361,0
MX-WELL-1681,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2015,16,96807,6545,23304,2427,0
MX-WELL-1682,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,17,35938,11378,12663,3438,1
MX-WELL-1683,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2016,17,57588,11092,16022,781,0
MX-WELL-1684,WINTERSHALL DEA,SURESTE,jurásico superior,2023,36,53790,9044,19612,2040,1
MX-WELL-1685,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2016,19,64633,6759,11798,1563,0
MX-WELL-1686,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,25,70101,12154,30900,1744,1
MX-WELL-1687,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,44,61660,10758,43757,688,1
MX-WELL-1688,PETROBAL,BURGOS,pimienta,2024,29,90171,14075,40297,856,0
MX-WELL-1689,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,32,37959,6098,37105,1377,1
MX-WELL-1690,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2024,18,82778,15257,43972,1044,1
MX-WELL-1691,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2017,14,56762,12520,43422,3225,0
MX-WELL-1692,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,16,36627,9985,39475,714,1
MX-WELL-1693,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2019,22,15629,14417,44765,1271,0
MX-WELL-1694,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2024,20,82267,13795,21332,1365,1
MX-WELL-1695,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2025,31,14951,14098,38333,1693,1
MX-WELL-1696,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,26,84160,6835,28646,1397,1
MX-WELL-1697,REPSOL EXPLORACIÓN MÉXICO,SURESTE,terciario,2022,47,87527,10784,41099,3021,1
MX-WELL-1698,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,pimienta,2018,20,56015,10573,25339,3473,0
MX-WELL-1699,PETROBAL,TAMPICO-MISANTLA,jurásico superior,2023,16,27718,11588,28231,3255,0
MX-WELL-1700,WINTERSHALL DEA,SURESTE,pimienta,2019,24,71646,12811,25504,2584,1
MX-WELL-1701,WINTERSHALL DEA,SURESTE,jurásico superior,2018,40,89315,14210,43132,2975,1
MX-WELL-1702,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2021,14,29423,10137,39992,730,1
MX-WELL-1703,WINTERSHALL DEA,SURESTE,terciario,2017,25,73879,15408,27264,584,1
MX-WELL-1704,FIELDWOOD ENERGY,SURESTE,jurásico superior,2024,35,53827,9516,29751,2201,1
MX-WELL-1705,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2022,37,59597,12364,13626,1901,1
MX-WELL-1706,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2021,31,89380,14283,14175,2347,1
MX-WELL-1707,REPSOL EXPLORACIÓN MÉXICO,SURESTE,cretácico,2023,32,93732,11724,38690,1907,1
MX-WELL-1708,HOKCHI ENERGY,SURESTE,pimienta,2017,45,59703,15368,22926,736,1
MX-WELL-1709,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,25,34502,12102,41692,2020,1
MX-WELL-1710,REPSOL EXPLORACIÓN MÉXICO,SURESTE,pimienta,2017,11,51662,9625,40761,814,1
MX-WELL-1711,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,23,36128,11585,31876,1257,1
MX-WELL-1712,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2018,42,63144,13837,29159,2832,1
MX-WELL-1713,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,46,97096,6722,18720,1297,1
MX-WELL-1714,FIELDWOOD ENERGY,SURESTE,jurásico superior,2023,19,52907,6919,44812,918,1
MX-WELL-1715,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2015,25,86208,12784,27929,1570,1
MX-WELL-1716,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,22,52863,13194,15851,3077,1
MX-WELL-1717,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2022,35,97201,11027,25867,1561,0
MX-WELL-1718,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2022,39,61588,11517,19219,2714,1
MX-WELL-1719,PETROBAL,SURESTE,jurásico superior,2025,18,86958,10911,43171,1392,1
MX-WELL-1720,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,11,97736,11470,40859,3165,1
MX-WELL-1721,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,22,41169,12606,39661,1631,1
MX-WELL-1722,PETROBAL,SURESTE,cretácico,2017,43,75185,6709,38716,813,1
MX-WELL-1723,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,41,18177,12082,33042,2761,1
MX-WELL-1724,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,11,85020,11495,38481,3147,1
MX-WELL-1725,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2024,13,75242,9557,13587,651,1
MX-WELL-1726,PETROBAL,BURGOS,jurásico superior,2022,39,52462,9127,33147,972,0
MX-WELL-1727,FIELDWOOD ENERGY,BURGOS,pimienta,2025,10,48672,15959,43122,2372,0
MX-WELL-1728,HOKCHI ENERGY,SURESTE,cretácico,2018,32,87994,8581,19582,1630,1
MX-WELL-1729,ENI MÉXICO,SURESTE,cretácico,2022,9,89955,7036,20024,2348,1
MX-WELL-1730,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2015,44,13407,6639,42940,2070,0
MX-WELL-1731,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2021,14,46713,11235,17746,3090,1
MX-WELL-1732,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,36,53539,8785,32449,3011,1
MX-WELL-1733,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2025,10,50828,9990,29073,2761,1
MX-WELL-1734,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,41,34624,11408,30245,2149,1
MX-WELL-1735,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,41,83181,15023,20889,2114,1
MX-WELL-1736,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2015,20,27205,13525,42930,3061,0
MX-WELL-1737,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,32,90052,8790,29091,2382,1
MX-WELL-1738,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2021,46,43332,9258,20789,3000,0
MX-WELL-1739,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,pimienta,2024,35,93848,13743,38853,1136,0
MX-WELL-1740,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2022,33,45187,12240,11893,1965,1
MX-WELL-1741,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,6,58291,10042,36746,2228,1
MX-WELL-1742,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,29,66805,14787,11986,3250,1
MX-WELL-1743,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2024,9,73745,7211,10229,688,0
MX-WELL-1744,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2019,10,68032,6386,43737,1505,1
MX-WELL-1745,ENI MÉXICO,TAMPICO-MISANTLA,cretácico,2024,12,25620,10366,42890,3203,0
MX-WELL-1746,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2022,20,70726,6148,26821,2702,1
MX-WELL-1747,ENI MÉXICO,SURESTE,cretácico,2023,15,14551,8823,22916,3379,1
MX-WELL-1748,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,24,77847,13225,23560,1104,1
MX-WELL-1749,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2020,20,87603,13532,13815,1347,1
MX-WELL-1750,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,37,58632,11192,13320,3058,1
MX-WELL-1751,PETROBAL,VERACRUZ,cretácico,2015,47,99051,6726,35820,3101,0
MX-WELL-1752,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,29,89732,8970,25958,3389,1
MX-WELL-1753,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,10,43332,15793,35401,3053,1
MX-WELL-1754,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2018,43,96551,15583,33104,3310,0
MX-WELL-1755,PETROBAL,SURESTE,cretácico,2017,15,80871,11077,15611,2336,1
MX-WELL-1756,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2017,28,49451,7507,38647,2563,1
MX-WELL-1757,FIELDWOOD ENERGY,SURESTE,pimienta,2023,38,34398,15945,27706,2360,1
MX-WELL-1758,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2021,45,91110,9787,44864,2708,0
MX-WELL-1759,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,agua nueva,2021,36,28051,14867,15147,1856,0
MX-WELL-1760,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,40,44808,10534,11752,2115,1
MX-WELL-1761,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2020,28,11132,11491,41076,2728,0
MX-WELL-1762,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,20,68901,8113,11044,2135,1
MX-WELL-1763,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2020,30,11620,13503,39883,1170,0
MX-WELL-1764,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2016,18,33610,14032,31602,3418,1
MX-WELL-1765,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2023,23,56202,13396,34207,1911,0
MX-WELL-1766,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,9,70752,14697,27513,2579,1
MX-WELL-1767,REPSOL EXPLORACIÓN MÉXICO,SURESTE,pimienta,2023,37,79603,10195,40728,3244,1
MX-WELL-1768,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2020,46,73644,9932,33723,1219,1
MX-WELL-1769,REPSOL EXPLORACIÓN MÉXICO,VERACRUZ,pimienta,2024,42,36028,15747,33097,611,0
MX-WELL-1770,PETROBAL,SURESTE,jurásico superior,2015,32,60227,9876,39483,2783,1
MX-WELL-1771,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2024,36,33840,10674,44929,2751,0
MX-WELL-1772,FIELDWOOD ENERGY,SURESTE,jurásico superior,2023,30,88209,10675,44328,1664,1
MX-WELL-1773,REPSOL EXPLORACIÓN MÉXICO,SURESTE,jurásico superior,2016,45,82255,11073,18012,2145,1
MX-WELL-1774,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2022,47,52968,13329,25332,2833,1
MX-WELL-1775,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,30,59464,12269,27194,2735,1
MX-WELL-1776,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2016,15,69238,13129,12147,1115,0
MX-WELL-1777,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2016,47,63502,8428,18733,1787,0
MX-WELL-1778,WINTERSHALL DEA,VERACRUZ,jurásico superior,2022,29,19490,10868,16862,827,0
MX-WELL-1779,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2025,23,52879,14113,16825,2960,0
MX-WELL-1780,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2017,37,84094,14719,14886,1023,0
MX-WELL-1781,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,30,38804,9022,40988,3220,1
MX-WELL-1782,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2019,34,75305,9215,29360,2211,1
MX-WELL-1783,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2016,42,75641,10753,44714,1948,1
MX-WELL-1784,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2024,10,90021,10869,30390,2175,1
MX-WELL-1785,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2021,44,26984,12376,35993,2024,1
MX-WELL-1786,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2023,17,83953,7209,14898,1241,1
MX-WELL-1787,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2021,23,77906,9281,14710,828,1
MX-WELL-1788,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2018,9,30608,9675,28460,3269,0
MX-WELL-1789,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,39,68773,6355,38810,2026,1
MX-WELL-1790,ENI MÉXICO,BURGOS,cretácico,2024,45,23503,11791,20303,1254,0
MX-WELL-1791,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,44,17961,15756,22031,3340,1
MX-WELL-1792,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2016,13,83302,7428,30858,697,1
MX-WELL-1793,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2015,44,45321,7779,23186,575,1
MX-WELL-1794,ENI MÉXICO,SURESTE,cretácico,2021,34,93028,10362,15188,1110,1
MX-WELL-1795,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2021,34,15796,12363,18123,530,1
MX-WELL-1796,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2025,39,66321,6870,35988,3239,1
MX-WELL-1797,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2020,24,85761,15752,13457,2156,1
MX-WELL-1798,FIELDWOOD ENERGY,SURESTE,jurásico superior,2015,5,80404,6012,41634,1420,1
MX-WELL-1799,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,terciario,2016,26,14792,12830,23237,2934,0
MX-WELL-1800,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,jurásico superior,2022,37,45031,6211,10331,3264,0
MX-WELL-1801,WINTERSHALL DEA,BURGOS,jurásico superior,2022,48,98534,13135,27393,2050,0
MX-WELL-1802,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2023,14,99367,11424,30625,2298,0
MX-WELL-1803,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2017,30,97580,14624,27560,900,1
MX-WELL-1804,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2018,34,83396,13526,12513,2993,1
MX-WELL-1805,ENI MÉXICO,BURGOS,cretácico,2015,36,75212,15746,38997,1494,0
MX-WELL-1806,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2024,14,30823,11972,25882,1358,1
MX-WELL-1807,FIELDWOOD ENERGY,SURESTE,cretácico,2015,20,43798,15487,34290,1517,1
MX-WELL-1808,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2019,47,33535,15503,25493,1806,1
MX-WELL-1809,FIELDWOOD ENERGY,SURESTE,terciario,2020,7,81621,13734,14864,1624,1
MX-WELL-1810,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2024,18,41225,9253,13782,3361,0
MX-WELL-1811,ENI MÉXICO,SURESTE,jurásico superior,2024,36,59037,9513,23335,2226,1
MX-WELL-1812,PETROBAL,SURESTE,agua nueva,2016,22,36393,14328,32754,819,1
MX-WELL-1813,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2019,32,62066,9870,19190,2647,0
MX-WELL-1814,HOKCHI ENERGY,SURESTE,cretácico,2025,41,93569,9690,13435,583,1
MX-WELL-1815,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2021,30,53890,10938,19719,2229,1
MX-WELL-1816,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,terciario,2021,18,49029,7737,19096,894,0
MX-WELL-1817,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2022,32,51034,6294,42536,520,1
MX-WELL-1818,HOKCHI ENERGY,VERACRUZ,cretácico,2019,48,66799,7174,43932,1592,0
MX-WELL-1819,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2017,39,87924,13111,18434,3300,1
MX-WELL-1820,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2020,18,53074,10491,39283,1760,0
MX-WELL-1821,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2021,34,96669,12571,35757,1476,0
MX-WELL-1822,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2025,22,86631,14420,30343,2827,1
MX-WELL-1823,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,jurásico superior,2020,28,26704,8321,10555,1343,0
MX-WELL-1824,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2021,25,69274,13637,31225,1174,1
MX-WELL-1825,FIELDWOOD ENERGY,BURGOS,cretácico,2016,32,77863,14809,28549,2856,0
MX-WELL-1826,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,terciario,2015,38,14381,9174,40782,1186,1
MX-WELL-1827,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2022,32,65206,8523,19677,2600,0
MX-WELL-1828,PEMEX EXPLORACIÓN Y PRODUCCIÓN,VERACRUZ,terciario,2023,11,23163,12035,19455,2927,0
MX-WELL-1829,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,pimienta,2021,38,12105,8568,43560,2407,0
MX-WELL-1830,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2025,44,31577,7214,30803,2290,1
MX-WELL-1831,REPSOL EXPLORACIÓN MÉXICO,TAMPICO-MISANTLA,agua nueva,2024,23,32301,11141,23777,1982,0
MX-WELL-1832,REPSOL EXPLORACIÓN MÉXICO,SURESTE,pimienta,2025,44,40699,6378,13293,1212,1
MX-WELL-1833,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,pimienta,2021,12,97908,7888,39294,1759,1
MX-WELL-1834,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,cretácico,2015,47,33027,14701,11823,3256,0
MX-WELL-1835,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,jurásico superior,2023,27,77313,7222,34014,2984,1
MX-WELL-1836,PETROBAL,TAMPICO-MISANTLA,jurásico superior,2021,28,93245,15493,18998,734,0
MX-WELL-1837,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,cretácico,2019,31,11831,7569,38511,3295,1
MX-WELL-1838,ENI MÉXICO,BURGOS,cretácico,2020,20,86508,7824,20683,1728,0
MX-WELL-1839,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,jurásico superior,2022,17,26448,15491,23112,2786,0
MX-WELL-1840,PEMEX EXPLORACIÓN Y PRODUCCIÓN,SURESTE,agua nueva,2017,15,45851,14073,35496,1188,1
MX-WELL-1841,PEMEX EXPLORACIÓN Y PRODUCCIÓN,TAMPICO-MISANTLA,cretácico,2021,30,38365,6823,32912,555,0
MX-WELL-1842,FIELDWOOD ENERGY,BURGOS,cretácico,2017,17,15534,9306,42563,1603,0
MX-WELL-1843,WINTERSHALL DEA,SURESTE,cretácico,2024,33,42959,14587,41359,1518,1
MX-WELL-1844,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,agua nueva,2022,13,69624,15196,40028,938,0
MX-WELL-1845,PEMEX EXPLORACIÓN Y PRODUCCIÓN,BURGOS,agua nueva,2016,17,84353,9994,27127,962,0
